name,utilisation,date_authorisation,composition,group_generic
"DAFALGAN 1000 mg, gélule ","Classe pharmacothérapeutique : AUTRES ANALGESIQUES et ANTIPYRETIQUES-ANILIDES - code ATC : N02BE01. DAFALGAN 1000 mg, gélule contient du paracétamol. Le paracétamol est un antalgique (calme la douleur) et un antipyrétique (fait baisser la fièvre). Ce médicament est indiqué chez l’adulte et l’enfant à partir de 50 kg (environ 15 ans) pour faire baisser la fièvre et/ou soulager les douleurs légères à modérées (par exemple : maux de tête, états grippaux, douleurs dentaires, courbatures, règles douloureuses, poussées douloureuses de l’arthrose). Lire attentivement le paragraphe « Posologie » de la rubrique 3. Pour les enfants de moins de 50 kg, il existe d’autres présentations de paracétamol : demandez conseil à votre médecin ou à votre pharmacien.",30/07/2019,['paracétamol'],
"DAFALGAN 1000 mg, comprimé pelliculé ","Classe pharmacothérapeutique : AUTRES ANALGESIQUES et ANTIPYRETIQUES-ANILIDES - code ATC : N02BE01. DAFALGAN 1000 mg, comprimé pelliculé contient du paracétamol. Le paracétamol est un antalgique (calme la douleur) et un antipyrétique (fait baisser la fièvre). Ce médicament est indiqué chez l’adulte et l’enfant à partir de 50 kg (environ 15 ans) pour faire baisser la fièvre et/ou soulager les douleurs légères à modérées (par exemple : maux de tête, états grippaux, douleurs dentaires, courbatures, règles douloureuses, poussées douloureuses de l’arthrose). Lire attentivement le paragraphe « Posologie » de la rubrique 3. Pour les enfants de moins de 50 kg, il existe d’autres présentations de paracétamol : demandez conseil à votre médecin ou à votre pharmacien.",07/04/2003,['paracétamol'],
"DAFALGAN 1000 mg, comprimé effervescent ","Classe pharmacothérapeutique : AUTRES ANALGESIQUES et ANTIPYRETIQUES-ANILIDES - code ATC : N02BE01. DAFALGAN 1000 mg, comprimé effervescent contient du paracétamol. Le paracétamol est un antalgique (calme la douleur) et un antipyrétique (fait baisser la fièvre). Ce médicament est indiqué chez l’adulte et l’enfant à partir de 50 kg (environ 15 ans) pour faire baisser la fièvre et/ou soulager les douleurs légères à modérées (par exemple : maux de tête, états grippaux, douleurs dentaires, courbatures, règles douloureuses, poussées douloureuses de l’arthrose). Lire attentivement le paragraphe « Posologie » de la rubrique 3. Pour les enfants de moins de 50 kg, il existe d’autres présentations de paracétamol : demandez conseil à votre médecin ou à votre pharmacien.",17/12/1999,['paracétamol'],
"DACUDOSES, solution pour lavage ophtalmique en récipient unidose ",Classe pharmacothérapeutique AUTRES ANTI-INFECTIEUX (S : Organes sensoriels). - code ATC : S01AX Ce médicament est une solution antiseptique pour le lavage des yeux. Il est utilisé en cas d’irritation de l’œil (irritation conjonctivale). Vous devez vous adresser à votre médecin si vous ne ressentez aucune amélioration ou si vous vous sentez moins bien.,05/09/1995,"['acide borique', 'borax']",
"DACTYLIS GLOMERATA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH ",,17/10/2019,['dactylis glomerata pour préparations homéopathiques'],
"DACRYUM, solution pour lavage ophtalmique en récipient unidose ",Classe pharmacothérapeutique AUTRES ANTI-INFECTIEUX - code ATC : S01AX. Lavage de l’œil en cas d’irritation.,21/08/2002,"['acide borique', 'borax']",
"DACRYOSERUM, solution pour lavage ophtalmique en récipient unidose ",Classe pharmacothérapeutique : ANTISEPTIQUE LOCAL/ASTRINGENT LEGER A USAGE OPHTALMIQUE - code ATC : S : organe sensoriel Lavage oculaire en cas d'irritation conjonctivale.,06/05/1998,"['borax', 'acide borique']","BORAX 12 mg/mL + ACIDE BORIQUE 18 mg/mL - DACRYOSERUM, solution pour lavage ophtalmique en récipient unidose."
"DACOGEN 50 mg, poudre pour solution à diluer pour perfusion ",,20/09/2012,['décitabine'],
"DACARBAZINE MEDAC 500 mg, poudre pour solution pour perfusion ","Classe pharmacothérapeutique AUTRES AGENTS ALKYLANTS - code ATC : L01AX04 Le nom complet de votre médicament est DACARBAZINE MEDAC. Dans cette notice, le nom plus court «dacarbazine » est utilisé. Il appartient à une famille de médicaments appelés « médicaments cytotoxiques », souvent désignés sous le nom de chimiothérapie. Le traitement par la dacarbazine doit être administré exclusivement par des médecins spécialisés dans le traitement du cancer (oncologues) ou des problèmes sanguins (hématologues). La dacarbazine est utilisée pour traiter un type de cancer de la peau appelé « mélanome malin métastatique ». Il s'agit d'un type de cancer de la peau qui s'est propagé à une autre partie de votre corps. La dacarbazine est également utilisée avec d'autres médicaments en cas de : La dacarbazine contribue à empêcher vos cellules cancéreuses de croître et de se multiplier.",04/08/2014,['dacarbazine'],
"DACARBAZINE MEDAC 1000 mg, poudre pour solution pour perfusion ",Classe pharmacothérapeutique : AUTRES AGENTS ALKYLANTS code ATC : L01AX04 . La dacarbazine est utilisée pour traiter un type de cancer de la peau appelé « mélanome malin métastatique ». Il s'agit d'un type de cancer de la peau qui s'est propagé à une autre partie de votre corps. La dacarbazine est également utilisée avec d'autres médicaments en cas de: La dacarbazine contribue à empêcher vos cellules cancéreuses de croître et de se multiplier.,28/06/2018,['dacarbazine'],
"DACARBAZINE MEDAC 100 mg, poudre pour solution injectable ou perfusion ","Classe pharmacothérapeutique AUTRES AGENTS ALKYLANTS - code ATC : L01AX04 Le nom complet de votre médicament est DACARBAZINE MEDAC. Dans cette notice, le nom plus court «dacarbazine » est utilisé. Il appartient à une famille de médicaments appelés « médicaments cytotoxiques », souvent désignés sous le nom de chimiothérapie. Le traitement par la dacarbazine doit être administré exclusivement par des médecins spécialisés dans le traitement du cancer (oncologues) ou des problèmes sanguins (hématologues). La dacarbazine est utilisée pour traiter un type de cancer de la peau appelé « mélanome malin métastatique ». Il s'agit d'un type de cancer de la peau qui s'est propagé à une autre partie de votre corps. La dacarbazine est également utilisée avec d'autres médicaments en cas de : La dacarbazine contribue à empêcher vos cellules cancéreuses de croître et de se multiplier.",04/08/2014,['dacarbazine'],
"DACARBAZINE LIPOMED 500 mg, poudre pour solution pour perfusion ","Classe pharmacothérapeutique : agents alkylants - code ATC : L01AX04. La dacarbazine appartient à un groupe de médicaments appelés agents cytostatiques. Ces agents agissent sur le développement des cellules cancéreuses. DACARBAZINE LIPOMED vous a été prescrit par votre médecin pour traiter un cancer, tel qu’un mélanome malin à un stade avancé (cancer de la peau), une maladie de Hodgkin à un stade avancé (cancer du tissu lymphatique) ou un sarcome des tissus mous de l’adulte à un stade avancé (cancer des muscles, des tissus adipeux, des tissus fibreux, des vaisseaux sanguins ou d’autres tissus de soutien du corps). DACARBAZINE LIPOMED peut être administré en association avec d’autres agents cytostatiques.",20/03/2018,['dacarbazine'],
"DACARBAZINE LIPOMED 200 mg, poudre pour solution injectable ou perfusion ","La dacarbazine appartient à un groupe de médicaments appelés agents cytostatiques. Ces agents agissent sur le développement des cellules cancéreuses. DACARBAZINE LIPOMED vous a été prescrit par votre médecin pour traiter un cancer, tel qu’un mélanome malin à un stade avancé (cancer de la peau), une maladie de Hodgkin à un stade avancé (cancer du tissu lymphatique) ou un sarcome des tissus mous à un stade avancé (cancer des muscles, des tissus adipeux, des tissus fibreux, des vaisseaux sanguins ou d’autres tissus de soutien du corps). DACARBAZINE LIPOMED peut être administré en association avec d’autres agents cytostatiques.",12/04/2010,['dacarbazine'],
"DACARBAZINE LIPOMED 1000 mg, poudre pour solution pour perfusion ","Classe pharmacothérapeutique : agents alkylants - code ATC : L01AX04. La dacarbazine appartient à un groupe de médicaments appelés agents cytostatiques. Ces agents agissent sur le développement des cellules cancéreuses. DACARBAZINE LIPOMED vous a été prescrit par votre médecin pour traiter un cancer, tel qu’un mélanome malin à un stade avancé (cancer de la peau), une maladie de Hodgkin à un stade avancé (cancer du tissu lymphatique) ou un sarcome des tissus mous de l’adulte à un stade avancé (cancer des muscles, des tissus adipeux, des tissus fibreux, des vaisseaux sanguins ou d’autres tissus de soutien du corps). DACARBAZINE LIPOMED peut être administré en association avec d’autres agents cytostatiques.",20/03/2018,['dacarbazine'],
"DACARBAZINE LIPOMED 100 mg, poudre pour solution injectable ou perfusion ",Dans quel cas la dacarbazine est-elle utilisée ? La dacarbazine est utilisée pour traiter un type de cancer de la peau appelé « mélanome malin métastatique ». Il s'agit d'un type de cancer de la peau qui s'est propagé à une autre partie de votre corps. La dacarbazine est également utilisée avec d'autres médicaments en cas de: Comment la dacarbazine agit-elle ? La dacarbazine contribue à empêcher vos cellules cancéreuses de croître et de se multiplier.,12/04/2010,['dacarbazine'],
"DABIGATRAN ETEXILATE VIATRIS SANTE 75 mg, gélule ","Classe pharmacothérapeutique : agents antithrombotiques, inhibiteurs directs de la thrombine, Code ATC : B01AE07 Dabigatran étexilate Viatris Santé 75 mg, gélule contient le dabigatran étexilate comme substance active et appartient à un groupe de médicaments appelé anticoagulants. Il agit en bloquant une substance présente dans l’organisme qui intervient dans la formation des caillots sanguins. Dabigatran étexilate Viatris Santé 75 mg, gélule est utilisé chez l’adulte pour : Dabigatran étexilate Viatris Santé 75 mg, gélule est utilisé chez l’enfant pour :",18/01/2024,['dabigatran étexilate'],"DABIGATRAN ETEXILATE (MESILATE DE) équivalant à  DABIGATRAN ETEXILATE 75 mg - PRADAXA 75 mg, gélule"
"DABIGATRAN ETEXILATE VIATRIS SANTE 150 mg, gélule ","Classe pharmacothérapeutique : agents antithrombotiques, inhibiteurs directs de la thrombine, Code ATC : B01AE07 Dabigatran étexilate Viatris Santé 150 mg, gélule contient le dabigatran étexilate comme substance active et appartient à un groupe de médicaments appelé anticoagulants. Il agit en bloquant une substance présente dans l’organisme qui intervient dans la formation des caillots sanguins. Dabigatran étexilate Viatris Santé 150 mg, gélule est utilisé chez l’adulte pour : Dabigatran étexilate Viatris Santé 150 mg, gélule est utilisé chez l’enfant pour :",18/01/2024,['dabigatran étexilate'],"DABIGATRAN ETEXILATE (MESILATE DE) équivalant à  DABIGATRAN ETEXILATE 150 mg - PRADAXA 150 mg, gélule"
"DABIGATRAN ETEXILATE VIATRIS SANTE 110 mg, gélule ","Classe pharmacothérapeutique : agents antithrombotiques, inhibiteurs directs de la thrombine, Code ATC : B01AE07 Dabigatran étexilate Viatris Santé 110 mg, gélule contient le dabigatran étexilate comme substance active et appartient à un groupe de médicaments appelé anticoagulants. Il agit en bloquant une substance présente dans l’organisme qui intervient dans la formation des caillots sanguins. Dabigatran étexilate Viatris Santé 110 mg, gélule est utilisé chez l’adulte pour : Dabigatran étexilate Viatris Santé 110 mg, gélule est utilisé chez l’enfant pour :",18/01/2024,['dabigatran étexilate'],"DABIGATRAN ETEXILATE (MESILATE DE) équivalant à  DABIGATRAN ETEXILATE 110 mg - PRADAXA 110 mg, gélule"
"DABIGATRAN ETEXILATE EG LABO 75 mg, gélule ",DABIGATRAN ETEXILATE EG LABO contient le dabigatran étexilate comme substance active et appartient à un groupe de médicaments appelé anticoagulants. Il agit en bloquant une substance présente dans l’organisme qui intervient dans la formation des caillots sanguins. DABIGATRAN ETEXILATE EG LABO est utilisé chez l’adulte pour : DABIGATRAN ETEXILATE EG LABO est utilisé chez l’enfant pour :,16/09/2022,['dabigatran étexilate'],"DABIGATRAN ETEXILATE (MESILATE DE) équivalant à  DABIGATRAN ETEXILATE 75 mg - PRADAXA 75 mg, gélule"
"DABIGATRAN ETEXILATE EG LABO 150 mg, gélule ","Classe pharmacothérapeutique ANTITHROMBOTIQUES, INHIBITEURS DIRECTS DE LA THROMBINE - code ATC : B01AE07 DABIGATRAN ETEXILATE EG LABO contient le dabigatran étexilate comme substance active et appartient à un groupe de médicaments appelé anticoagulants. Il agit en bloquant une substance présente dans l’organisme qui intervient dans la formation des caillots sanguins. DABIGATRAN ETEXILATE EG LABO est utilisé chez l’adulte pour : DABIGATRAN ETEXILATE EG LABO est utilisé chez l’enfant pour :",16/09/2022,['dabigatran étexilate'],"DABIGATRAN ETEXILATE (MESILATE DE) équivalant à  DABIGATRAN ETEXILATE 150 mg - PRADAXA 150 mg, gélule"
"DABIGATRAN ETEXILATE EG LABO 110 mg, gélule ",DABIGATRAN ETEXILATE EG LABO contient le dabigatran étexilate comme substance active et appartient à un groupe de médicaments appelé anticoagulants. Il agit en bloquant une substance présente dans l’organisme qui intervient dans la formation des caillots sanguins. DABIGATRAN ETEXILATE EG LABO est utilisé chez l’adulte pour : DABIGATRAN ETEXILATE EG LABO est utilisé chez l’enfant pour :,16/09/2022,['dabigatran étexilate'],"DABIGATRAN ETEXILATE (MESILATE DE) équivalant à  DABIGATRAN ETEXILATE 110 mg - PRADAXA 110 mg, gélule"
"DABIGATRAN ETEXILATE BIOGARAN 75 mg, gélule ","Classe pharmacothérapeutique : agents antithrombotiques, inhibiteurs directs de la thrombine - Code ATC : B01AE07. DABIGATRAN ETEXILATE BIOGARAN contient le dabigatran étexilate comme substance active et appartient à un groupe de médicaments appelé anticoagulants. Il agit en bloquant une substance présente dans l’organisme qui intervient dans la formation des caillots sanguins. DABIGATRAN ETEXILATE BIOGARAN est utilisé chez l’adulte pour : DABIGATRAN ETEXILATE BIOGARAN est utilisé chez l’enfant pour :",24/11/2022,['dabigatran étexilate'],"DABIGATRAN ETEXILATE (MESILATE DE) équivalant à  DABIGATRAN ETEXILATE 75 mg - PRADAXA 75 mg, gélule"
"DABIGATRAN ETEXILATE BIOGARAN 150 mg, gélule ","Classe pharmacothérapeutique : agents antithrombotiques, inhibiteurs directs de la thrombine - Code ATC : B01AE07. DABIGATRAN ETEXILATE BIOGARAN contient le dabigatran étexilate comme substance active et appartient à un groupe de médicaments appelé anticoagulants. Il agit en bloquant une substance présente dans l’organisme qui intervient dans la formation des caillots sanguins. DABIGATRAN ETEXILATE BIOGARAN est utilisé chez l’adulte pour : DABIGATRAN ETEXILATE BIOGARAN est utilisé chez l’enfant pour :",24/11/2022,['dabigatran étexilate'],"DABIGATRAN ETEXILATE (MESILATE DE) équivalant à  DABIGATRAN ETEXILATE 150 mg - PRADAXA 150 mg, gélule"
